Record_ID,Date,Time,Zone,Area,Mobility_Demand,Trip_Count,Weather_Condition,Available_Vehicles,Delay_Minutes,Mode_of_Transportation,Latitude,Longitude,Possible_Reason
573,2025-07-10,19:15:00,North,Hebbal,84.6,68,Sunny,61,2.6,Metro,13.0358,77.597,Typical evening peak-hour commuter demand
574,2025-07-11,08:15:00,South,Jayanagar,80.1,74,Sunny,68,1.7,Bus,12.9308,77.5838,Typical morning peak-hour commuter demand
575,2025-07-11,14:30:00,East,Indiranagar,53.0,42,Windy,90,1.0,Metro,12.9719,77.6412,Afternoon demand slightly reduced due to windy conditions
576,2025-07-11,19:15:00,East,Indiranagar,133.5,109,Rainy,40,5.2,Car,12.9719,77.6412,Evening travel demand increased due to rainy weather
577,2025-07-12,08:15:00,East,Indiranagar,98.4,76,Foggy,61,2.3,Bus,12.9719,77.6412,Morning demand slightly reduced due to foggy conditions
578,2025-07-12,14:30:00,Central,Richmond Town,62.8,55,Cloudy,78,1.6,Car,12.9634,77.6041,Normal afternoon demand under cloudy conditions
579,2025-07-12,19:15:00,South,Koramangala,96.4,82,Windy,53,2.6,Bus,12.9352,77.6245,Evening demand slightly reduced due to windy conditions
580,2025-07-13,08:15:00,North,Yelahanka,62.9,58,Foggy,74,1.3,Metro,13.1007,77.5963,Morning demand slightly reduced due to foggy conditions
581,2025-07-13,14:30:00,North,Yelahanka,33.1,27,Foggy,97,0.5,Scooter,13.1007,77.5963,Afternoon demand slightly reduced due to foggy conditions
582,2025-07-13,19:15:00,West,Rajajinagar,64.6,56,Sunny,76,1.5,Bus,12.9915,77.5525,Typical evening peak-hour commuter demand
583,2025-07-14,08:15:00,North,Hebbal,68.4,54,Sunny,78,1.3,Bike,13.0358,77.597,Typical morning peak-hour commuter demand
584,2025-07-14,14:30:00,South,Koramangala,49.1,43,Sunny,84,1.1,Metro,12.9352,77.6245,Normal afternoon demand under sunny conditions
585,2025-07-14,19:15:00,West,Vijayanagar,64.7,54,Cloudy,79,1.4,Scooter,12.9719,77.529,Typical evening peak-hour commuter demand
586,2025-07-15,08:15:00,Central,Richmond Town,142.4,129,Rainy,24,10.2,Bike,12.9634,77.6041,Morning travel demand increased due to rainy weather
587,2025-07-15,14:30:00,South,Jayanagar,44.7,36,Cloudy,87,0.9,Metro,12.9308,77.5838,Normal afternoon demand under cloudy conditions
588,2025-07-15,19:15:00,North,Yelahanka,88.2,74,Rainy,66,2.2,Bus,13.1007,77.5963,Evening travel demand increased due to rainy weather
589,2025-07-16,08:15:00,West,Nagarbhavi,66.9,59,Rainy,75,1.6,Bus,12.9587,77.5041,Morning travel demand increased due to rainy weather
590,2025-07-16,14:30:00,Central,MG Road,56.1,50,Foggy,81,1.1,Scooter,12.9758,77.6045,Afternoon demand slightly reduced due to foggy conditions
591,2025-07-16,19:15:00,South,HSR Layout,95.3,79,Sunny,56,2.6,Bus,12.9121,77.6446,Typical evening peak-hour commuter demand
592,2025-07-17,08:15:00,South,Koramangala,99.2,76,Cloudy,56,2.5,Bus,12.9352,77.6245,Typical morning peak-hour commuter demand
593,2025-07-17,14:30:00,Central,MG Road,54.5,47,Foggy,87,1.1,Metro,12.9758,77.6045,Afternoon demand slightly reduced due to foggy conditions
594,2025-07-17,19:15:00,East,Marathahalli,114.5,88,Sunny,54,4.2,Metro,12.9591,77.6974,Typical evening peak-hour commuter demand
595,2025-07-18,08:15:00,East,Indiranagar,93.6,78,Foggy,55,3.3,Bus,12.9719,77.6412,Morning demand slightly reduced due to foggy conditions
596,2025-07-18,14:30:00,Central,MG Road,68.9,52,Cloudy,69,1.9,Car,12.9758,77.6045,Normal afternoon demand under cloudy conditions
597,2025-07-18,19:15:00,South,Koramangala,99.7,85,Sunny,55,3.5,Bus,12.9352,77.6245,Typical evening peak-hour commuter demand
598,2025-07-19,08:15:00,East,Indiranagar,108.5,84,Sunny,56,2.9,Bus,12.9719,77.6412,Typical morning peak-hour commuter demand
599,2025-07-19,14:30:00,North,Malleshwaram,42.8,38,Cloudy,89,0.9,Metro,13.0035,77.5709,Normal afternoon demand under cloudy conditions
600,2025-07-19,19:15:00,North,Yelahanka,74.1,63,Windy,66,1.8,Metro,13.1007,77.5963,Evening demand slightly reduced due to windy conditions
601,2025-07-20,08:15:00,Central,Richmond Town,124.4,110,Cloudy,41,4.6,Car,12.9634,77.6041,Typical morning peak-hour commuter demand
602,2025-07-20,14:30:00,East,Whitefield,57.9,46,Sunny,82,1.2,Car,12.9698,77.75,Normal afternoon demand under sunny conditions
603,2025-07-20,19:15:00,Central,Shivajinagar,110.9,96,Foggy,48,3.3,Metro,12.9857,77.6058,Evening demand slightly reduced due to foggy conditions
604,2025-07-21,08:15:00,Central,Richmond Town,114.7,101,Sunny,46,3.6,Bike,12.9634,77.6041,Typical morning peak-hour commuter demand
605,2025-07-21,14:30:00,West,Rajajinagar,34.4,27,Sunny,95,0.6,Bike,12.9915,77.5525,Normal afternoon demand under sunny conditions
606,2025-07-21,19:15:00,Central,Richmond Town,114.8,96,Windy,35,6.4,Bus,12.9634,77.6041,Evening demand slightly reduced due to windy conditions
607,2025-07-22,08:15:00,Central,Shivajinagar,128.0,120,Cloudy,47,4.5,Scooter,12.9857,77.6058,Typical morning peak-hour commuter demand
608,2025-07-22,14:30:00,Central,Shivajinagar,61.0,49,Sunny,82,1.1,Metro,12.9857,77.6058,Normal afternoon demand under sunny conditions
609,2025-07-22,19:15:00,North,Hebbal,78.1,73,Cloudy,75,1.8,Scooter,13.0358,77.597,Typical evening peak-hour commuter demand
610,2025-07-23,08:15:00,Central,Richmond Town,112.1,85,Sunny,55,3.5,Bus,12.9634,77.6041,Typical morning peak-hour commuter demand
611,2025-07-23,14:30:00,East,Marathahalli,63.1,50,Cloudy,81,1.1,Scooter,12.9591,77.6974,Normal afternoon demand under cloudy conditions
612,2025-07-23,19:15:00,Central,Shivajinagar,135.9,129,Cloudy,19,11.8,Bike,12.9857,77.6058,Typical evening peak-hour commuter demand
613,2025-07-24,08:15:00,West,Vijayanagar,57.8,44,Sunny,83,1.1,Scooter,12.9719,77.529,Typical morning peak-hour commuter demand
614,2025-07-24,14:30:00,East,Whitefield,61.0,56,Rainy,84,1.3,Scooter,12.9698,77.75,Afternoon travel demand increased due to rainy weather
615,2025-07-24,19:15:00,Central,MG Road,117.3,102,Sunny,49,3.6,Car,12.9758,77.6045,Typical evening peak-hour commuter demand
616,2025-07-25,08:15:00,South,HSR Layout,93.0,80,Sunny,64,2.4,Bike,12.9121,77.6446,Typical morning peak-hour commuter demand
617,2025-07-25,14:30:00,East,Whitefield,51.6,42,Sunny,82,1.2,Car,12.9698,77.75,Normal afternoon demand under sunny conditions
618,2025-07-25,19:15:00,North,Yelahanka,92.1,78,Rainy,53,3.0,Metro,13.1007,77.5963,Evening travel demand increased due to rainy weather
619,2025-07-26,08:15:00,North,Malleshwaram,78.7,65,Cloudy,72,2.1,Metro,13.0035,77.5709,Typical morning peak-hour commuter demand
620,2025-07-26,14:30:00,North,Hebbal,36.6,33,Windy,99,0.7,Metro,13.0358,77.597,Afternoon demand slightly reduced due to windy conditions
621,2025-07-26,19:15:00,South,HSR Layout,94.0,77,Sunny,55,3.4,Bus,12.9121,77.6446,Typical evening peak-hour commuter demand
622,2025-07-27,08:15:00,East,Indiranagar,115.1,105,Cloudy,37,4.9,Car,12.9719,77.6412,Typical morning peak-hour commuter demand
623,2025-07-27,14:30:00,Central,Shivajinagar,60.5,54,Windy,85,1.2,Bike,12.9857,77.6058,Afternoon demand slightly reduced due to windy conditions
624,2025-07-27,19:15:00,East,Marathahalli,133.8,119,Rainy,22,9.2,Metro,12.9591,77.6974,Evening travel demand increased due to rainy weather
625,2025-07-28,08:15:00,South,Koramangala,91.4,69,Cloudy,62,2.6,Bus,12.9352,77.6245,Typical morning peak-hour commuter demand
626,2025-07-28,14:30:00,North,Hebbal,38.6,32,Sunny,97,0.7,Scooter,13.0358,77.597,Normal afternoon demand under sunny conditions
627,2025-07-28,19:15:00,South,HSR Layout,90.5,79,Foggy,69,2.0,Bike,12.9121,77.6446,Evening demand slightly reduced due to foggy conditions
628,2025-07-29,08:15:00,South,Jayanagar,102.8,81,Rainy,59,2.8,Bus,12.9308,77.5838,Morning travel demand increased due to rainy weather
629,2025-07-29,14:30:00,Central,Richmond Town,75.5,61,Rainy,69,1.9,Scooter,12.9634,77.6041,Afternoon travel demand increased due to rainy weather
630,2025-07-29,19:15:00,North,Hebbal,68.0,61,Foggy,73,1.8,Metro,13.0358,77.597,Evening demand slightly reduced due to foggy conditions
631,2025-07-30,08:15:00,East,Whitefield,103.0,88,Windy,48,3.3,Bus,12.9698,77.75,Morning demand slightly reduced due to windy conditions
632,2025-07-30,14:30:00,East,Whitefield,6.0,5,Sunny,118,0.5,Car,12.9698,77.75,Unusually low travel demand during a low-demand period
633,2025-07-30,19:15:00,South,Koramangala,84.7,72,Foggy,65,2.4,Car,12.9352,77.6245,Evening demand slightly reduced due to foggy conditions
634,2025-07-31,08:15:00,East,Marathahalli,133.5,112,Rainy,33,6.9,Bike,12.9591,77.6974,Morning travel demand increased due to rainy weather
635,2025-07-31,14:30:00,Central,Shivajinagar,58.2,53,Windy,83,1.2,Bike,12.9857,77.6058,Afternoon demand slightly reduced due to windy conditions
636,2025-07-31,19:15:00,South,HSR Layout,97.4,78,Sunny,66,2.7,Metro,12.9121,77.6446,Typical evening peak-hour commuter demand
637,2025-08-01,08:15:00,Central,Shivajinagar,114.1,96,Sunny,46,4.3,Bike,12.9857,77.6058,Typical morning peak-hour commuter demand
638,2025-08-01,14:30:00,South,Koramangala,41.2,35,Foggy,96,0.7,Scooter,12.9352,77.6245,Afternoon demand slightly reduced due to foggy conditions
639,2025-08-01,19:15:00,South,HSR Layout,100.0,80,Sunny,65,2.5,Metro,12.9121,77.6446,Typical evening peak-hour commuter demand
640,2025-08-02,08:15:00,West,Vijayanagar,70.8,63,Cloudy,67,1.7,Bus,12.9719,77.529,Typical morning peak-hour commuter demand
641,2025-08-02,14:30:00,Central,Shivajinagar,73.5,65,Rainy,66,2.0,Bike,12.9857,77.6058,Afternoon travel demand increased due to rainy weather
642,2025-08-02,19:15:00,South,Jayanagar,103.4,97,Rainy,46,3.3,Bike,12.9308,77.5838,Evening travel demand increased due to rainy weather
643,2025-08-03,08:15:00,Central,Richmond Town,115.7,104,Cloudy,44,5.0,Scooter,12.9634,77.6041,Typical morning peak-hour commuter demand
644,2025-08-03,14:30:00,Central,Shivajinagar,58.5,54,Cloudy,86,1.0,Scooter,12.9857,77.6058,Normal afternoon demand under cloudy conditions
645,2025-08-03,19:15:00,Central,Shivajinagar,122.6,110,Sunny,34,5.5,Bike,12.9857,77.6058,Typical evening peak-hour commuter demand
646,2025-08-04,08:15:00,West,Vijayanagar,62.9,56,Cloudy,81,1.3,Bike,12.9719,77.529,Typical morning peak-hour commuter demand
647,2025-08-04,14:30:00,South,Jayanagar,45.7,35,Sunny,86,1.0,Scooter,12.9308,77.5838,Normal afternoon demand under sunny conditions
648,2025-08-04,19:15:00,South,Jayanagar,87.8,69,Sunny,68,2.5,Bus,12.9308,77.5838,Typical evening peak-hour commuter demand
649,2025-08-05,08:15:00,West,Rajajinagar,65.5,62,Cloudy,84,1.4,Bus,12.9915,77.5525,Typical morning peak-hour commuter demand
650,2025-08-05,14:30:00,Central,Richmond Town,58.6,48,Sunny,78,1.3,Bus,12.9634,77.6041,Normal afternoon demand under sunny conditions
651,2025-08-05,19:15:00,North,Hebbal,75.0,64,Windy,68,1.7,Car,13.0358,77.597,Evening demand slightly reduced due to windy conditions
652,2025-08-06,08:15:00,North,Malleshwaram,76.1,69,Sunny,73,1.6,Scooter,13.0035,77.5709,Typical morning peak-hour commuter demand
653,2025-08-06,14:30:00,South,Koramangala,42.6,32,Windy,93,0.9,Scooter,12.9352,77.6245,Afternoon demand slightly reduced due to windy conditions
654,2025-08-06,19:15:00,South,HSR Layout,95.8,77,Foggy,52,3.3,Metro,12.9121,77.6446,Evening demand slightly reduced due to foggy conditions
655,2025-08-07,08:15:00,East,Whitefield,103.6,93,Windy,42,4.2,Bus,12.9698,77.75,Morning demand slightly reduced due to windy conditions
656,2025-08-07,14:30:00,South,Koramangala,43.7,33,Windy,92,0.9,Scooter,12.9352,77.6245,Afternoon demand slightly reduced due to windy conditions
657,2025-08-07,19:15:00,South,Jayanagar,88.2,77,Sunny,69,2.5,Bike,12.9308,77.5838,Typical evening peak-hour commuter demand
658,2025-08-08,08:15:00,North,Yelahanka,64.8,62,Foggy,76,1.2,Bike,13.1007,77.5963,Morning demand slightly reduced due to foggy conditions
659,2025-08-08,14:30:00,Central,Richmond Town,68.2,57,Cloudy,76,1.6,Metro,12.9634,77.6041,Normal afternoon demand under cloudy conditions
660,2025-08-08,19:15:00,Central,Shivajinagar,138.1,123,Rainy,17,13.1,Bike,12.9857,77.6058,Evening travel demand increased due to rainy weather
661,2025-08-09,08:15:00,East,Indiranagar,113.6,107,Cloudy,43,4.5,Bus,12.9719,77.6412,Typical morning peak-hour commuter demand
662,2025-08-09,14:30:00,Central,Shivajinagar,62.5,47,Sunny,78,1.6,Bus,12.9857,77.6058,Normal afternoon demand under sunny conditions
663,2025-08-09,19:15:00,Central,MG Road,131.1,113,Sunny,32,5.9,Scooter,12.9758,77.6045,Typical evening peak-hour commuter demand
664,2025-08-10,08:15:00,West,Vijayanagar,61.5,55,Cloudy,76,1.6,Bike,12.9719,77.529,Typical morning peak-hour commuter demand
665,2025-08-10,14:30:00,North,Hebbal,38.9,36,Sunny,98,0.6,Bike,13.0358,77.597,Normal afternoon demand under sunny conditions
666,2025-08-10,19:15:00,West,Nagarbhavi,71.1,55,Cloudy,79,1.6,Scooter,12.9587,77.5041,Typical evening peak-hour commuter demand
667,2025-08-11,08:15:00,South,Jayanagar,81.7,76,Foggy,67,2.3,Scooter,12.9308,77.5838,Morning demand slightly reduced due to foggy conditions
668,2025-08-11,14:30:00,North,Yelahanka,39.6,30,Sunny,91,0.8,Car,13.1007,77.5963,Normal afternoon demand under sunny conditions
669,2025-08-11,19:15:00,South,HSR Layout,107.1,85,Cloudy,50,3.8,Car,12.9121,77.6446,Typical evening peak-hour commuter demand
670,2025-08-12,08:15:00,East,Whitefield,112.6,95,Rainy,45,3.7,Metro,12.9698,77.75,Morning travel demand increased due to rainy weather
671,2025-08-12,14:30:00,Central,MG Road,61.6,48,Sunny,79,1.2,Bus,12.9758,77.6045,Normal afternoon demand under sunny conditions
672,2025-08-12,19:15:00,East,Whitefield,117.8,89,Sunny,43,4.4,Scooter,12.9698,77.75,Typical evening peak-hour commuter demand
673,2025-08-13,08:15:00,East,Indiranagar,112.5,91,Windy,55,3.7,Bus,12.9719,77.6412,Morning demand slightly reduced due to windy conditions
674,2025-08-13,14:30:00,South,HSR Layout,50.4,43,Sunny,86,0.9,Metro,12.9121,77.6446,Normal afternoon demand under sunny conditions
675,2025-08-13,19:15:00,North,Hebbal,86.3,78,Rainy,59,2.7,Bike,13.0358,77.597,Evening travel demand increased due to rainy weather
676,2025-08-14,08:15:00,Central,Richmond Town,117.9,102,Sunny,33,5.8,Car,12.9634,77.6041,Typical morning peak-hour commuter demand
677,2025-08-14,14:30:00,North,Malleshwaram,38.9,35,Sunny,97,0.6,Bus,13.0035,77.5709,Normal afternoon demand under sunny conditions
678,2025-08-14,19:15:00,Central,Richmond Town,121.8,91,Cloudy,41,4.7,Scooter,12.9634,77.6041,Typical evening peak-hour commuter demand
679,2025-08-15,08:15:00,South,HSR Layout,94.0,78,Sunny,65,2.1,Scooter,12.9121,77.6446,Typical morning peak-hour commuter demand
680,2025-08-15,14:30:00,North,Hebbal,38.0,35,Sunny,93,0.7,Bus,13.0358,77.597,Normal afternoon demand under sunny conditions
681,2025-08-15,19:15:00,Central,MG Road,113.6,92,Windy,51,3.2,Scooter,12.9758,77.6045,Evening demand slightly reduced due to windy conditions
682,2025-08-16,08:15:00,South,Jayanagar,86.3,67,Windy,65,2.2,Metro,12.9308,77.5838,Morning demand slightly reduced due to windy conditions
683,2025-08-16,14:30:00,East,Whitefield,57.6,54,Sunny,81,1.3,Metro,12.9698,77.75,Normal afternoon demand under sunny conditions
684,2025-08-16,19:15:00,South,Jayanagar,85.4,74,Sunny,72,2.2,Metro,12.9308,77.5838,Typical evening peak-hour commuter demand
685,2025-08-17,08:15:00,North,Hebbal,80.5,63,Sunny,73,1.7,Bus,13.0358,77.597,Typical morning peak-hour commuter demand
686,2025-08-17,14:30:00,South,Koramangala,42.6,40,Foggy,94,0.8,Bike,12.9352,77.6245,Afternoon demand slightly reduced due to foggy conditions
687,2025-08-17,19:15:00,West,Nagarbhavi,74.7,60,Rainy,67,2.2,Metro,12.9587,77.5041,Evening travel demand increased due to rainy weather
688,2025-08-18,08:15:00,South,HSR Layout,111.5,89,Rainy,39,4.5,Bus,12.9121,77.6446,Morning travel demand increased due to rainy weather
689,2025-08-18,14:30:00,Central,Richmond Town,62.4,53,Sunny,75,1.7,Bike,12.9634,77.6041,Normal afternoon demand under sunny conditions
690,2025-08-18,19:15:00,Central,Shivajinagar,118.2,100,Sunny,43,5.3,Bus,12.9857,77.6058,Typical evening peak-hour commuter demand
691,2025-08-19,08:15:00,South,Koramangala,98.9,83,Cloudy,63,2.6,Metro,12.9352,77.6245,Typical morning peak-hour commuter demand
692,2025-08-19,14:30:00,Central,MG Road,64.1,52,Sunny,77,1.4,Car,12.9758,77.6045,Normal afternoon demand under sunny conditions
693,2025-08-19,19:15:00,West,Nagarbhavi,62.6,52,Sunny,82,1.4,Scooter,12.9587,77.5041,Typical evening peak-hour commuter demand
694,2025-08-20,08:15:00,Central,Shivajinagar,112.5,102,Sunny,39,5.3,Metro,12.9857,77.6058,Typical morning peak-hour commuter demand
695,2025-08-20,14:30:00,Central,MG Road,67.8,58,Rainy,72,1.5,Bus,12.9758,77.6045,Afternoon travel demand increased due to rainy weather
696,2025-08-20,19:15:00,North,Yelahanka,82.6,63,Cloudy,64,2.5,Bike,13.1007,77.5963,Typical evening peak-hour commuter demand
697,2025-08-21,08:15:00,Central,Shivajinagar,105.5,100,Sunny,52,3.3,Scooter,12.9857,77.6058,Typical morning peak-hour commuter demand
698,2025-08-21,14:30:00,East,Marathahalli,52.9,47,Foggy,88,0.9,Bus,12.9591,77.6974,Afternoon demand slightly reduced due to foggy conditions
699,2025-08-21,19:15:00,East,Indiranagar,130.5,117,Rainy,28,8.6,Bike,12.9719,77.6412,Evening travel demand increased due to rainy weather
700,2025-08-22,08:15:00,Central,MG Road,146.2,117,Rainy,32,8.6,Bike,12.9758,77.6045,Morning travel demand increased due to rainy weather
701,2025-08-22,14:30:00,South,Jayanagar,47.6,41,Rainy,88,0.9,Car,12.9308,77.5838,Afternoon travel demand increased due to rainy weather
702,2025-08-22,19:15:00,North,Hebbal,77.9,72,Sunny,74,2.0,Bike,13.0358,77.597,Typical evening peak-hour commuter demand
703,2025-08-23,08:15:00,West,Vijayanagar,65.0,59,Sunny,73,1.8,Bus,12.9719,77.529,Typical morning peak-hour commuter demand
704,2025-08-23,14:30:00,South,HSR Layout,55.9,52,Rainy,82,1.3,Scooter,12.9121,77.6446,Afternoon travel demand increased due to rainy weather
705,2025-08-23,19:15:00,West,Rajajinagar,75.8,60,Rainy,63,2.0,Scooter,12.9915,77.5525,Evening travel demand increased due to rainy weather
706,2025-08-24,08:15:00,South,HSR Layout,91.3,80,Sunny,53,3.4,Bus,12.9121,77.6446,Typical morning peak-hour commuter demand
707,2025-08-24,14:30:00,East,Marathahalli,63.4,50,Sunny,84,1.5,Car,12.9591,77.6974,Normal afternoon demand under sunny conditions
708,2025-08-24,19:15:00,North,Yelahanka,81.0,68,Sunny,70,1.8,Bike,13.1007,77.5963,Typical evening peak-hour commuter demand
709,2025-08-25,08:15:00,South,HSR Layout,97.7,77,Cloudy,48,3.6,Car,12.9121,77.6446,Typical morning peak-hour commuter demand
710,2025-08-25,14:30:00,South,Jayanagar,45.6,42,Sunny,92,0.8,Scooter,12.9308,77.5838,Normal afternoon demand under sunny conditions
711,2025-08-25,19:15:00,East,Marathahalli,124.2,100,Cloudy,36,4.9,Scooter,12.9591,77.6974,Typical evening peak-hour commuter demand
712,2025-08-26,08:15:00,East,Whitefield,114.2,91,Rainy,53,3.0,Metro,12.9698,77.75,Morning travel demand increased due to rainy weather
713,2025-08-26,14:30:00,South,Koramangala,52.3,49,Sunny,89,0.9,Metro,12.9352,77.6245,Normal afternoon demand under sunny conditions
714,2025-08-26,19:15:00,Central,MG Road,124.8,97,Windy,48,4.3,Car,12.9758,77.6045,Evening demand slightly reduced due to windy conditions
715,2025-08-27,08:15:00,South,Koramangala,93.8,73,Sunny,56,3.3,Metro,12.9352,77.6245,Typical morning peak-hour commuter demand
716,2025-08-27,14:30:00,West,Rajajinagar,34.6,29,Sunny,95,0.6,Car,12.9915,77.5525,Normal afternoon demand under sunny conditions
717,2025-08-27,19:15:00,North,Yelahanka,76.4,58,Sunny,74,1.9,Bike,13.1007,77.5963,Typical evening peak-hour commuter demand
718,2025-08-28,08:15:00,East,Whitefield,98.7,76,Sunny,48,4.0,Bike,12.9698,77.75,Typical morning peak-hour commuter demand
719,2025-08-28,14:30:00,East,Marathahalli,74.5,61,Rainy,75,1.7,Car,12.9591,77.6974,Afternoon travel demand increased due to rainy weather
720,2025-08-28,19:15:00,North,Malleshwaram,97.8,78,Rainy,52,3.6,Metro,13.0035,77.5709,Evening travel demand increased due to rainy weather
721,2025-08-29,08:15:00,East,Marathahalli,120.1,103,Cloudy,35,6.8,Metro,12.9591,77.6974,Typical morning peak-hour commuter demand
722,2025-08-29,14:30:00,North,Yelahanka,38.1,30,Sunny,97,0.6,Metro,13.1007,77.5963,Normal afternoon demand under sunny conditions
723,2025-08-29,19:15:00,South,Koramangala,103.0,82,Sunny,51,3.9,Metro,12.9352,77.6245,Typical evening peak-hour commuter demand
724,2025-08-30,08:15:00,Central,Richmond Town,116.1,101,Sunny,44,3.9,Metro,12.9634,77.6041,Typical morning peak-hour commuter demand
725,2025-08-30,14:30:00,Central,Richmond Town,63.4,48,Sunny,81,1.5,Scooter,12.9634,77.6041,Normal afternoon demand under sunny conditions
726,2025-08-30,19:15:00,South,Jayanagar,103.0,84,Rainy,44,3.8,Scooter,12.9308,77.5838,Evening travel demand increased due to rainy weather
727,2025-08-31,08:15:00,West,Rajajinagar,77.4,59,Rainy,75,1.8,Scooter,12.9915,77.5525,Morning travel demand increased due to rainy weather
728,2025-08-31,14:30:00,West,Rajajinagar,35.7,29,Sunny,100,0.5,Metro,12.9915,77.5525,Normal afternoon demand under sunny conditions
729,2025-08-31,19:15:00,South,Jayanagar,81.0,64,Windy,67,2.0,Metro,12.9308,77.5838,Evening demand slightly reduced due to windy conditions
730,2025-09-01,08:15:00,North,Hebbal,69.7,58,Foggy,68,1.5,Car,13.0358,77.597,Morning demand slightly reduced due to foggy conditions
731,2025-09-01,14:30:00,East,Whitefield,61.5,52,Cloudy,81,1.2,Bus,12.9698,77.75,Normal afternoon demand under cloudy conditions
732,2025-09-01,19:15:00,South,HSR Layout,99.0,88,Cloudy,53,3.1,Bike,12.9121,77.6446,Typical evening peak-hour commuter demand
733,2025-09-02,08:15:00,Central,MG Road,110.2,92,Sunny,58,3.0,Bus,12.9758,77.6045,Typical morning peak-hour commuter demand
734,2025-09-02,14:30:00,South,Koramangala,52.4,49,Sunny,85,1.2,Car,12.9352,77.6245,Normal afternoon demand under sunny conditions
735,2025-09-02,19:15:00,Central,Richmond Town,137.1,122,Rainy,31,6.2,Scooter,12.9634,77.6041,Evening travel demand increased due to rainy weather
736,2025-09-03,08:15:00,East,Whitefield,93.8,74,Foggy,65,2.4,Car,12.9698,77.75,Morning demand slightly reduced due to foggy conditions
737,2025-09-03,14:30:00,South,Jayanagar,44.9,34,Cloudy,91,0.9,Bus,12.9308,77.5838,Normal afternoon demand under cloudy conditions
738,2025-09-03,19:15:00,North,Malleshwaram,91.3,76,Cloudy,59,2.6,Bus,13.0035,77.5709,Typical evening peak-hour commuter demand
739,2025-09-04,08:15:00,West,Vijayanagar,57.7,43,Foggy,86,1.1,Metro,12.9719,77.529,Morning demand slightly reduced due to foggy conditions
740,2025-09-04,14:30:00,South,HSR Layout,52.9,43,Cloudy,84,1.1,Metro,12.9121,77.6446,Normal afternoon demand under cloudy conditions
741,2025-09-04,19:15:00,East,Whitefield,110.0,100,Sunny,40,4.8,Scooter,12.9698,77.75,Typical evening peak-hour commuter demand
742,2025-09-05,08:15:00,South,Koramangala,111.0,91,Rainy,41,3.9,Bike,12.9352,77.6245,Morning travel demand increased due to rainy weather
743,2025-09-05,14:30:00,West,Vijayanagar,35.2,29,Sunny,99,0.6,Metro,12.9719,77.529,Normal afternoon demand under sunny conditions
744,2025-09-05,19:15:00,Central,Shivajinagar,114.6,101,Sunny,54,4.0,Scooter,12.9857,77.6058,Typical evening peak-hour commuter demand
745,2025-09-06,08:15:00,East,Marathahalli,102.7,79,Windy,44,3.9,Bus,12.9591,77.6974,Morning demand slightly reduced due to windy conditions
746,2025-09-06,14:30:00,North,Yelahanka,37.6,32,Sunny,93,0.6,Bus,13.1007,77.5963,Normal afternoon demand under sunny conditions
747,2025-09-06,19:15:00,West,Vijayanagar,65.2,52,Sunny,78,1.5,Metro,12.9719,77.529,Typical evening peak-hour commuter demand
748,2025-09-07,08:15:00,North,Hebbal,77.8,67,Sunny,69,2.0,Scooter,13.0358,77.597,Typical morning peak-hour commuter demand
749,2025-09-07,14:30:00,South,Jayanagar,43.9,34,Sunny,91,0.9,Scooter,12.9308,77.5838,Normal afternoon demand under sunny conditions
750,2025-09-07,19:15:00,North,Yelahanka,79.3,61,Windy,65,2.0,Car,13.1007,77.5963,Evening demand slightly reduced due to windy conditions
751,2025-09-08,08:15:00,East,Whitefield,104.2,84,Sunny,48,3.7,Scooter,12.9698,77.75,Typical morning peak-hour commuter demand
752,2025-09-08,14:30:00,East,Indiranagar,65.3,59,Cloudy,78,1.3,Bike,12.9719,77.6412,Normal afternoon demand under cloudy conditions
753,2025-09-08,19:15:00,West,Rajajinagar,80.9,75,Rainy,74,2.0,Scooter,12.9915,77.5525,Evening travel demand increased due to rainy weather
754,2025-09-09,08:15:00,West,Rajajinagar,65.2,54,Sunny,72,1.4,Bus,12.9915,77.5525,Typical morning peak-hour commuter demand
755,2025-09-09,14:30:00,East,Marathahalli,73.9,61,Rainy,74,1.5,Scooter,12.9591,77.6974,Afternoon travel demand increased due to rainy weather
756,2025-09-09,19:15:00,North,Malleshwaram,81.2,66,Windy,72,1.9,Bus,13.0035,77.5709,Evening demand slightly reduced due to windy conditions
757,2025-09-10,08:15:00,East,Marathahalli,135.2,123,Rainy,39,6.2,Bike,12.9591,77.6974,Morning travel demand increased due to rainy weather
758,2025-09-10,14:30:00,East,Whitefield,57.0,50,Sunny,86,1.3,Bike,12.9698,77.75,Normal afternoon demand under sunny conditions
759,2025-09-10,19:15:00,East,Indiranagar,110.0,100,Foggy,46,4.5,Bus,12.9719,77.6412,Evening demand slightly reduced due to foggy conditions
760,2025-09-11,08:15:00,South,Jayanagar,94.5,85,Rainy,64,2.9,Scooter,12.9308,77.5838,Morning travel demand increased due to rainy weather
761,2025-09-11,14:30:00,West,Nagarbhavi,29.2,24,Windy,100,0.5,Bike,12.9587,77.5041,Afternoon demand slightly reduced due to windy conditions
762,2025-09-11,19:15:00,East,Indiranagar,119.8,95,Cloudy,54,3.6,Scooter,12.9719,77.6412,Typical evening peak-hour commuter demand
763,2025-09-12,08:15:00,South,Jayanagar,100.9,77,Rainy,58,3.3,Bus,12.9308,77.5838,Morning travel demand increased due to rainy weather
